Algorithm,cosine,euclidean,adjusted_cosine_similarity,common_pearson_corr,extended_jaccard,jaccard,mean_centered_cosine,median_centered_pearson_corr,pearson_corr,spearman_rank_correlation,mean_squared_difference
RMSE,1.01292138832,1.02684102901,1.89124019814,1.26624433358,1.01160631138,1.01661924401,1.22654626995,1.08787254832,1.01452070939,1.27460751529,1.06839865063
MAE,0.805941618314,0.825613988281,1.36310649083,0.941084402441,0.805990065367,0.809026066319,0.91541162041,0.824622764973,0.805387342074,0.946218438585,0.829196013322
