Algorithm,cosine,euclidean,adjusted_cosine_similarity,common_pearson_corr,extended_jaccard,jaccard,mean_centered_cosine,median_centered_pearson_corr,pearson_corr,common_spearman_rank_correlation,mean_squared_difference,spearman_rank_correlation
RMSE,0.994244801139,1.068886609,0.975526856953,1.03943450654,0.968440179297,0.979400571998,0.988290411777,0.978597206384,0.974006549976,1.03978687626,0.989467406427,0.984256460936
MAE,0.779046097521,0.860908212979,0.768462211807,0.831641545972,0.759774210718,0.768640543987,0.783403545114,0.76708487728,0.766893764637,0.831871878836,0.77900854484,0.776134431409
