Algorithm,cosine,euclidean,adjusted_cosine_similarity,common_pearson_corr,extended_jaccard,jaccard,mean_centered_cosine,median_centered_pearson_corr,pearson_corr,spearman_rank_correlation,mean_squared_difference
RMSE,0.976674773899,1.10357564379,1.10026285512,1.13298989998,0.952148643416,0.966466516697,0.993454920593,1.02048308527,0.955525420361,1.13529425761,1.22208454573
MAE,0.759968283378,0.884650015709,0.837283305022,0.899091185231,0.741109792345,0.751642531067,0.772664227261,0.791392352304,0.746049092869,0.901383977595,0.934133679742
