Algorithm,cosine,euclidean,adjusted_cosine_similarity,common_pearson_corr,extended_jaccard,jaccard,mean_centered_cosine,median_centered_pearson_corr,pearson_corr,common_spearman_rank_correlation,mean_squared_difference,spearman_rank_correlation
RMSE,0.960623241108,0.986600923788,0.999210345533,0.976207609802,0.959720074786,0.965553911135,0.953254946926,0.990651753611,0.959197676649,0.977070290036,1.06462936591,0.975409622082
MAE,0.747493854432,0.777912088119,0.78310157655,0.764647970365,0.748501240492,0.753469456933,0.741328460715,0.780998793542,0.74764927557,0.765052897181,0.826970624364,0.759765540247
