Algorithm,cosine,euclidean,adjusted_cosine_similarity,common_pearson_corr,extended_jaccard,jaccard,mean_centered_cosine,median_centered_pearson_corr,pearson_corr,common_spearman_rank_correlation,mean_squared_difference,spearman_rank_correlation
RMSE,0.981358839618,1.10387307969,1.00681297881,1.09683443376,0.952759031891,0.966170468056,0.975759332148,0.997861349754,0.95855045418,1.09859727578,1.02993255814,0.975931900163
MAE,0.763448485371,0.884758969893,0.791524968684,0.876314969577,0.74291096704,0.752652967442,0.767175968086,0.779827967662,0.749310485487,0.87801696925,0.80853596846,0.764117486249
