Algorithm,cosine,euclidean,adjusted_cosine_similarity,common_pearson_corr,extended_jaccard,jaccard,mean_centered_cosine,median_centered_pearson_corr,pearson_corr,spearman_rank_correlation,mean_squared_difference
RMSE,1.06366884238,1.12846832137,1.13039100609,1.11665829251,1.06180300564,1.07210015432,1.08755522814,1.07717218829,1.06663967447,1.12140950778,1.10276025647
MAE,0.842442133732,0.910847713685,0.851341148475,0.868897743789,0.843756650001,0.849132317798,0.846714855708,0.837434834388,0.843632878073,0.872872633569,0.852800839134
