Algorithm,cosine,adjusted_cosine_similarity,extended_jaccard,median_centered_pearson_corr,pearson_corr,mean_squared_difference,spearman_rank_correlation
RMSE,1.02486756973,1.00542878098,1.01514818822,1.00901988012,1.01701584363,1.01003650094,1.02107638625
MAE,0.815332500793,0.800083631445,0.806983732402,0.800867731305,0.810805800725,0.801064231104,0.814388000888
