Algorithm,cosine,adjusted_cosine_similarity,common_pearson_corr,extended_jaccard,jaccard,mean_centered_cosine,median_centered_pearson_corr,pearson_corr,mean_squared_difference,euclidean1,euclidean2,spearman_rank_correlation
RMSE,0.993734636615,1.83697606594,1.2599838667,0.970838256617,0.983878525944,1.1317173263,1.16343128242,1.02879724337,1.21337439268,1.05555740076,1.1481070381,1.00796507911
MAE,0.781558983978,1.30159649553,0.975040942464,0.761920774901,0.772477099923,0.873789292297,0.866328893786,0.796611921954,0.932564168477,0.851039395339,0.905253072176,0.79168012453
