Algorithm,cosine,extended_jaccard,median_centered_pearson_corr,pearson_corr,mean_squared_difference,spearman_rank_correlation
RMSE,1.06333986103,1.06126154205,1.05633406595,1.0633434343,1.03453779985,1.08382307531
MAE,0.841650734122,0.842764735126,0.829132732184,0.841588733898,0.812514733993,0.856654734013
