Algorithm,cosine,adjusted_cosine_similarity,common_pearson_corr,extended_jaccard,jaccard,mean_centered_cosine,median_centered_pearson_corr,pearson_corr,mean_squared_difference,euclidean1,euclidean2,spearman_rank_correlation
RMSE,1.01566074844,2.5768578367,1.48328345976,1.01517734052,1.01808635187,1.40980246389,1.15644374258,1.01745721425,1.07217075668,1.02392538204,1.16206310398,1.03287869017
MAE,0.808575535951,2.06603144498,1.10221979556,0.808744045545,0.810782594271,1.0461831919,0.864479164752,0.808419009572,0.834661409663,0.821229150624,0.927256369076,0.81822641251
