Algorithm,cosine,extended_jaccard,median_centered_pearson_corr,pearson_corr,mean_squared_difference,spearman_rank_correlation
RMSE,1.02911756362,1.02606917873,1.01688488018,1.02818809571,0.997830276038,1.0452972595
MAE,0.817982349099,0.818138348973,0.800201348947,0.817050349265,0.786873348944,0.829646349533
