Algorithm,cosine,adjusted_cosine_similarity,common_pearson_corr,extended_jaccard,jaccard,mean_centered_cosine,median_centered_pearson_corr,pearson_corr,mean_squared_difference,euclidean1,euclidean2,spearman_rank_correlation
RMSE,1.34358873666,1.38989952633,1.41392032777,1.34722332717,1.35192111208,1.3339455361,1.36847385553,1.34647714176,1.33068053765,1.4803279006,1.4803279006,1.36940888462
MAE,1.00326473478,1.02095473478,1.05486473478,1.00872473478,1.00960473478,0.985204734781,1.01549473478,1.00465473478,0.981244734781,1.12758473478,1.12758473478,1.01933473478
