Algorithm,cosine,extended_jaccard,median_centered_pearson_corr,pearson_corr,mean_squared_difference,spearman_rank_correlation
RMSE,1.1134512807,1.11000068965,1.11215425496,1.11455341279,1.08803307701,1.13366092313
MAE,0.874839736066,0.874889735088,0.867126404457,0.875913069261,0.848753069656,0.889939736125
