Algorithm,cosine,adjusted_cosine_similarity,extended_jaccard,median_centered_pearson_corr,pearson_corr,mean_squared_difference,spearman_rank_correlation
RMSE,0.981358839618,1.00681297881,0.952759031891,0.997861349754,0.95855045418,1.02993255814,0.975931900163
MAE,0.763448485371,0.791524968684,0.74291096704,0.779827967662,0.749310485487,0.80853596846,0.764117486249
