Algorithm,cosine,adjusted_cosine_similarity,common_pearson_corr,extended_jaccard,jaccard,mean_centered_cosine,median_centered_pearson_corr,pearson_corr,mean_squared_difference,euclidean1,euclidean2,spearman_rank_correlation
RMSE,1.01292138832,1.89124019814,1.26624433358,1.01160631138,1.01661924401,1.22654626995,1.08787254832,1.01452070939,1.06839865063,1.02683131536,1.16334413472,1.02932402766
MAE,0.805941618314,1.36310649083,0.941084402441,0.805990065367,0.809026066319,0.91541162041,0.824622764973,0.805387342074,0.829196013322,0.825604080672,0.928565625169,0.814711906315
