Algorithm,cosine,extended_jaccard,median_centered_pearson_corr,pearson_corr,mean_squared_difference,spearman_rank_correlation
RMSE,1.01473888348,1.01357088211,1.00201941568,1.01341524217,0.991577877063,1.02172412014
MAE,0.807732756274,0.807879356081,0.790588155956,0.806430956111,0.784557756329,0.813739956248
