Algorithm,cosine,adjusted_cosine_similarity,extended_jaccard,median_centered_pearson_corr,pearson_corr,mean_squared_difference,spearman_rank_correlation
RMSE,1.00182671743,1.06832924451,0.971335047249,1.04861078223,0.978924498518,1.09557371856,1.00045348388
MAE,0.773510428939,0.835894914912,0.751428912446,0.817284912925,0.758620430993,0.857026914933,0.776410431476
