Algorithm,cosine,extended_jaccard,median_centered_pearson_corr,pearson_corr,mean_squared_difference,spearman_rank_correlation
RMSE,1.01896168764,1.01887790602,1.011257714,1.01825963109,1.00578730879,1.02240617173
MAE,0.811663211064,0.812081510746,0.800696711583,0.810903111315,0.798065910721,0.815068711054
