Algorithm,cosine,adjusted_cosine_similarity,common_pearson_corr,extended_jaccard,jaccard,mean_centered_cosine,median_centered_pearson_corr,pearson_corr,mean_squared_difference,euclidean1,euclidean2,spearman_rank_correlation
RMSE,1.24268579219,1.43103688908,1.53254904584,1.22757345112,1.24236732809,1.26346213948,1.40467668091,1.23293470148,1.45909101083,1.40774876235,1.40774876235,1.25580969024
MAE,0.881674432254,1.05224691376,1.15082691376,0.868136913757,0.881096913757,0.901876913757,1.02843691376,0.875194432254,1.07540691376,1.03409691376,1.03409691376,0.895744432254
