Algorithm,cosine,extended_jaccard,median_centered_pearson_corr,pearson_corr,mean_squared_difference,spearman_rank_correlation
RMSE,1.02309610276,1.02314298035,1.02081801125,1.02284382589,1.01987771441,1.0238510971
MAE,0.81579941484,0.81585101486,0.812419315224,0.815511415105,0.812236664779,0.816627614603
