Algorithm,cosine,adjusted_cosine_similarity,common_pearson_corr,extended_jaccard,jaccard,mean_centered_cosine,median_centered_pearson_corr,pearson_corr,mean_squared_difference,euclidean1,euclidean2,spearman_rank_correlation
RMSE,1.0290877797,1.17271114211,1.09605141484,1.02628968603,1.03636109283,1.07472756298,1.0458552372,1.03129451172,1.07710533951,1.06953715204,1.18771743063,1.05376746755
MAE,0.818021761342,0.85612713041,0.846408630248,0.818336760277,0.82317062035,0.831192056618,0.810333467426,0.818223847854,0.833177435714,0.865628686893,0.949702155681,0.832311460242
